"","X1_1","Question","Answer","Speaker"
"3507",1139,"السؤاللو فرضنا تنجس احد حوضي الغسالة هل يجري عليها حكم تثليث الغسلات في التطهير بالقليل؟","بسمه سبحانه يجب تطهير المتنجس بالماء القليل بشرائطه والماء الكثير بشرائطه والظاهر ان الحوض الصغير والكبير تجري عليه أحكام الأواني والله العالم.","النجيفي"
"3508",1140,"السؤالما حكم القطرات الباقية في الحوض الأول بعد تصريف الماء منه والقطرات المتناثرة على اليد المباشرة لهذه العملية وعلى سطح الغسالة الخارجي وكذلك القطرات الباقية على السطح الداخلي للحوض الثاني والناتجة عن عملية الدوران هل تطهر كلها بعد العملية السابقة في فرض طهارة الملابس؟","بسمه سبحانه ان طهرت الملابس بالحوض الكبير وبالطبع يكون الباقي من القطرات فيه وفي الحوض الصغير طاهرة أيضاً والله العالم.","النجيفي"
"3509",1141,"السؤاللدينا غسالة كهربائية ذات حوضين الأول لغسل الملابس والثاني لتجفيفها بسرعة الدوران حيث يدور الظرف طاردا للماء من الملابس حيث تصطدم القطرات بجدار الحوض لينزل الماء عبر أنبوب التصريف وتبقى بعض القطرات على الجدار والسؤال إذا أردت تطهير الملابس بالماء القليل عبر هذه الغسالة وبعد إزالة عين النجاسة فهل يكفي وضعها في الحوض الأول وصب الماء عليها ثم نقلها للحوض الثاني لتجفيفها بقوة الدوران؟","بسمه سبحانه ان طهرت الملابس بالحوض الكبير أو مكان أخر بالطرق الشرعية فهو يكفي ولا يحتاج إلى تطهير مرة ثانية ما لم تتنجس والله العالم.","النجيفي"
"3510",1142,"السؤالأنا أقوم بوضع الملابس النجسة في حوض التجفيف في الغسالة الكهربائية وأقوم بفتح ماء الصنبور عليها حتى يغمر الملابس تماما ثم اشغل الحوض فيقوم بعصر الملابس واكرر هذه العملية ثلاث مرات فهل يكفي ذلك في تطهير الملابس؟","بسمه سبحانه ان غمر الماء الجاري الملابس كلها مع تطهير جوانب النشافة تطهر الملابس والله العالم.","النجيفي"
"3511",1144,"السؤالهل يجزي غسل الجمعة قضاءً يوم السبت عن الوضوء؟","بسمه سبحانه إن لم يتمكن منه يوم الجمعة فيقضى استحباباً يوم السبت أو ليلته ولا يغني عن الوضوء والله العالم","النجيفي"
"3512",1145,"السؤالهل غسل زيارة الإمام الحسين (عليه السلام) يغني عن الوضوء؟","بسمه سبحانه لا يغني عن الوضوء لأنه مستحب والله العالم.","النجيفي"
"3513",1146,"السؤالهل يجب الوضوء بعد غسل ليلة القدر؟","بسمه سبحانه نعم يجب الوضوء والله العالم","النجيفي"
"3514",1147,"السؤالفي أيام الصيف تشتد الحرارة فيسخن الماء في الخزانات فلا يستطيع المكلف إن يغتسل نهار الجمعةفهل يجوز بهذه الحجة ان يغتسل ليلاً أي ليلة الجمعة ؟ وهل يجزئ عن الوضوء ؟","بسمه سبحانه   يجوز تقديم غسل يوم الجمعة عليه لمن علم انه يعجز عنه او يشق عليه يوم الجمعة مشقة غير عادية , ولايجزي أي غسل غير الجنابة عن الوضوء , والله العالم .","النجيفي"
"3515",1150,"السؤالأخت مؤمنة تعاني من الوسواس القهري في الوضوء خاصة إذ تعيد الوضوء مع الصلاة مرات عديدة حتى تصل حد الإعياء - في بعض الأحيان - قالت لها بعض العارفات إن هذا مس شيطان، وعلاجها أن تزور السيد علي بن الحسين في مدينة المحاويل في أوقات معينة. ما حكمها الشرعي في الوضوء؟ هل ما قالته العارفة صحيح؟ ما نصيحتكم لها؟ علماً بأنها من ذوات التحصيل العلمي العالي.","بسمه سبحانه المبتلى بالوسواس يطيع الشيطان إذا انجذب للوسواس وللتخلص من هذا الوسواس هو اتباع رأي المرجع بعد التأكد من توفر شروط المرجعية فلو شككت في طهارة شيء أو نجاسته فطبق فتوى المجتهد. ولو لم تكن مقتنعاً أنت فلن تتخلص من الوسواس أبداً. والتزامك بفتوى مرجعك هو الدواء الشافي للتخلص من الوسواس ويظهر من الآية الشريفة (النَّفَّاثَاتِ فِي الْعُقَدِ) عدم جواز الاعتماد على أقوالهن. والآية تمنع من مراجعتهن أيضاً. والله الهادي","النجيفي"
"3516",1153,"السؤالأنا شاب في التاسعة والعشرين من عمري اعمل طبيبا جراحا وقد كنت مع الأسف غير ملتزم بالأحكام الشرعية في ما مضى من عمري إلى إن هداني الله إلى التدين منذ سنتين الا أني مع الأسف أصبت بداء الوسواس القهري وأصبحت اشك في نجاسة كل الأشياء من حولي وأصبحت اعتقد أن بيتنا كله نجس وإغراضي الشخصية كلها نجسة لأني كنت استخدمها عندما كنت عاصيا لله وصرت اقضي معظم وقتي أفكر إن هذا متنجس أول وهذا متنجس ثاني وهذا متنجس ثالث الآن صرت لا أطيق الحياة وأصبحت احسد اليهود والنصارى الذين لا يوجد عندهم طهارة ونجاسة بل إنني والله أتمنى الموت لأنني أعيش العذاب لحظة بلحظة أرجو من سماحتكم أن تبينوا لي ما هو تكليفي الشرعي وكيف أتجاوز هذا البلاء ؟","بسمه سبحانه استعن بتلاوة القرآن وزيارة عاشوراء وكتاب التحفة الرضوية بمجربات الإمامية وأرجو الله أن يشفيك من الأوهام التي أنت فيها وانك محتاج إلى حزم الرجال أكثر من أي دواء وأي طبيب غير الله سبحانه وعليك يا بني أن تطبق أحكام الطهارة والنجاسة على رسالة من تقلده تطبيقا حرفيا حتى لو اعتقدت بمقتضى وسواسك انك نجس أو متنجس فلا تعتنِ بهذا الوسواس كما يجب أن تعلم إن الوسواس إطاعة الشيطان والوسواسي يعبد الشيطان ويطيعه ولا يطيع رب العالمين وعد إلى صلاتك واستغفر الله عن تركك للصلاة وعن جريمتك في إطاعتك للشيطان بالوسواس والله الهادي وهو العالم .","النجيفي"
